Radiation,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,SecondsAfterSunRise,SecondsAfterSunSet
849.05,62,30.39,62,28.36,9.0,25401,-15939
802.17,60,30.38,62,58.89,10.12,25698,-15642
762.98,60,30.38,64,37.62,5.62,25998,-15342
829.44,60,30.38,68,39.67,10.12,26297,-15043
818.13,60,30.38,62,28.49,5.62,26600,-14740
775.99,61,30.38,55,20.82,6.75,26897,-14443
600.71,61,30.38,56,345.73,3.37,27198,-14142
696.6,61,30.38,60,53.21,7.87,27497,-13843
810.79,60,30.38,62,21.97,11.25,27798,-13542
795.68,59,30.38,67,359.22,5.62,28098,-13242
756.27,58,30.38,74,336.64,6.75,28400,-12940
754.55,58,30.38,75,61.38,9.0,28697,-12643
668.72,58,30.38,74,24.66,6.75,28998,-12342
697.46,58,30.38,73,56.56,4.5,29298,-12042
698.92,58,30.37,75,26.7,4.5,29598,-11742
720.38,58,30.37,76,46.66,4.5,29898,-11442
634.83,58,30.37,77,19.51,7.87,30200,-11140
652.88,57,30.38,78,25.18,13.5,30497,-10843
705.79,56,30.37,78,9.5,9.0,30798,-10542
683.94,56,30.37,79,20.73,7.87,31101,-10239
622.65,56,30.37,80,26.09,3.37,31397,-9943
626.2,56,30.37,83,3.89,4.5,31698,-9642
564.18,56,30.37,87,21.43,6.75,32001,-9339
715.2,55,30.37,88,39.75,10.12,32297,-9043
321.19,55,30.37,89,2.73,9.0,32597,-8743
320.92,54,30.38,90,330.19,5.62,32898,-8442
287.68,54,30.38,90,22.19,3.37,33201,-8139
343.57,53,30.37,90,23.33,3.37,33501,-7839
258.28,54,30.38,93,21.66,9.0,33800,-7540
213.37,53,30.38,94,20.71,5.62,34097,-7243
196.59,53,30.38,95,45.73,5.62,34400,-6940
266.91,53,30.38,95,29.87,2.25,34703,-6637
253.73,53,30.38,96,68.19,2.25,34998,-6342
405.68,53,30.38,96,69.35,9.0,35298,-6042
356.84,53,30.38,94,75.55,3.37,35598,-5742
302.91,54,30.38,91,45.91,6.75,35900,-5440
267.92,54,30.38,92,19.94,3.37,36198,-5142
123.33,53,30.38,92,112.45,2.25,36500,-4840
231.89,53,30.38,93,31.98,2.25,36798,-4542
248.13,53,30.38,93,83.38,6.75,37098,-4242
197.62,53,30.38,92,76.03,5.62,37400,-3940
201.41,53,30.38,94,80.91,9.0,37697,-3643
162.31,52,30.38,95,79.31,5.62,37998,-3342
106.59,52,30.38,96,104.45,5.62,38301,-3039
139.97,52,30.38,96,45.96,6.75,38600,-2740
86.74,51,30.38,97,50.17,4.5,38901,-2439
116.17,51,30.38,97,92.57,5.62,39198,-2142
97.18,51,30.39,97,70.04,2.25,39498,-1842
52.1,50,30.39,97,70.99,2.25,39798,-1542
35.95,50,30.38,98,104.05,5.62,40097,-1243
25.27,50,30.39,98,89.6,5.62,40397,-943
18.24,50,30.39,98,57.9,4.5,40698,-642
8.94,50,30.39,99,9.02,0.0,40998,-342
3.5,50,30.39,99,90.03,4.5,41297,-43
2.37,49,30.39,99,130.12,9.0,41598,258
1.56,49,30.39,99,124.4,4.5,41898,558
1.2,49,30.39,99,116.0,2.25,42198,858
1.21,49,30.39,99,95.6,3.37,42500,1160
1.23,49,30.39,99,59.73,4.5,42798,1458
1.24,49,30.39,99,70.95,6.75,43098,1758
1.21,48,30.39,99,130.07,6.75,43397,2057
1.22,48,30.39,99,101.38,4.5,43698,2358
1.25,48,30.39,99,152.26,5.62,43998,2658
1.17,48,30.39,99,179.5,4.5,44301,2961
1.22,48,30.4,98,133.88,6.75,44597,3257
1.2,48,30.4,92,129.41,2.25,44899,3559
1.22,49,30.4,86,157.74,5.62,45198,3858
1.21,49,30.4,82,169.25,3.37,45497,4157
1.22,50,30.41,89,145.49,5.62,45798,4458
1.24,49,30.4,84,159.62,5.62,46101,4761
1.2,49,30.41,80,175.17,3.37,46397,5057
1.2,49,30.41,78,128.63,4.5,46698,5358
1.23,49,30.41,85,131.69,3.37,46998,5658
1.19,49,30.41,91,130.94,6.75,47297,5957
1.22,48,30.41,94,124.07,6.75,47598,6258
1.21,47,30.42,96,82.12,3.37,47901,6561
1.21,47,30.42,97,124.4,4.5,48201,6861
1.21,47,30.42,98,143.33,5.62,48497,7157
1.22,46,30.42,98,65.15,2.25,48798,7458
1.22,46,30.42,98,131.66,1.12,49103,7763
1.2,46,30.42,95,139.67,4.5,49398,8058
1.2,47,30.42,95,122.95,10.12,49698,8358
1.22,46,30.42,96,105.36,7.87,49999,8659
1.2,46,30.43,97,124.95,5.62,50297,8957
1.21,46,30.43,97,136.19,11.25,50599,9259
1.22,46,30.43,98,121.95,2.25,50898,9558
1.18,45,30.43,98,121.31,9.0,51198,9858
1.19,45,30.43,99,116.96,4.5,51497,10157
1.21,45,30.43,99,163.09,6.75,51799,10459
1.21,45,30.42,98,162.14,6.75,52098,10758
1.21,45,30.42,92,163.16,5.62,52401,11061
1.19,46,30.43,84,161.03,6.75,52700,11360
1.18,46,30.43,79,154.11,6.75,52997,11657
1.21,47,30.43,79,97.88,4.5,53298,11958
1.2,47,30.43,86,113.19,6.75,53600,12260
1.21,46,30.43,88,134.44,3.37,53897,12557
1.18,46,30.43,87,160.89,7.87,54202,12862
1.22,46,30.43,86,162.96,2.25,54498,13158
1.23,46,30.43,90,46.29,2.25,54798,13458
1.18,46,30.43,93,144.76,7.87,55098,13758
1.21,45,30.43,93,124.63,3.37,55398,14058
1.21,45,30.43,95,131.63,9.0,55698,14358
1.21,45,30.43,93,158.02,3.37,55997,14657
1.23,45,30.43,88,113.61,10.12,56297,14957
1.21,46,30.43,89,170.18,5.62,56597,15257
1.21,46,30.43,93,137.53,5.62,56897,15557
1.2,45,30.43,95,128.05,7.87,57201,15861
1.22,45,30.43,95,140.84,5.62,57499,16159
1.2,45,30.43,93,181.18,2.25,57798,16458
1.2,45,30.43,92,150.4,10.12,58098,16758
1.2,45,30.43,88,134.24,7.87,58398,17058
1.23,46,30.43,83,133.4,9.0,58698,17358
1.23,46,30.43,89,32.01,2.25,59000,17660
1.22,46,30.43,93,107.53,5.62,59300,17960
1.19,46,30.43,95,140.37,7.87,59598,18258
1.21,46,30.43,96,144.8,5.62,59898,18558
1.21,46,30.43,97,136.11,6.75,60198,18858
1.18,46,30.42,98,116.75,5.62,60500,19160
1.23,46,30.42,98,124.72,11.25,60797,19457
1.24,46,30.42,99,126.25,11.25,61098,19758
1.23,46,30.42,99,175.14,5.62,61405,20065
1.2,46,30.42,99,162.88,7.87,61700,20360
1.21,46,30.42,99,114.07,3.37,62000,20660
1.21,45,30.42,99,137.18,10.12,62297,20957
1.22,46,30.42,100,134.5,6.75,62598,21258
1.21,46,30.42,100,126.99,10.12,62897,21557
1.21,46,30.42,100,156.35,4.5,63197,21857
1.23,45,30.42,100,154.36,5.62,-22903,-64243
1.21,45,30.42,100,162.19,4.5,-22603,-63943
1.2,45,30.42,100,172.35,6.75,-22303,-63643
1.2,46,30.42,100,167.73,6.75,-22000,-63340
1.21,46,30.42,100,177.26,5.62,-21703,-63043
1.25,46,30.42,100,151.96,7.87,-21402,-62742
1.25,46,30.42,100,144.11,9.0,-21100,-62440
1.21,46,30.41,100,171.66,7.87,-20800,-62140
1.18,46,30.41,100,163.4,9.0,-20502,-61842
1.23,46,30.41,100,131.94,6.75,-20201,-61541
1.22,46,30.41,100,117.93,6.75,-19900,-61240
1.25,47,30.41,100,146.67,5.62,-19600,-60940
1.2,47,30.41,100,130.14,5.62,-19302,-60642
1.24,47,30.41,100,164.23,3.37,-19003,-60343
1.21,47,30.41,100,163.08,5.62,-18702,-60042
1.2,47,30.41,100,155.72,9.0,-18403,-59743
1.22,47,30.41,100,162.75,6.75,-18102,-59442
1.2,47,30.4,100,147.23,5.62,-17802,-59142
1.22,47,30.4,100,94.64,2.25,-17497,-58837
1.19,47,30.4,100,138.09,6.75,-17202,-58542
1.2,47,30.4,100,161.2,6.75,-16903,-58243
1.23,47,30.4,100,166.79,6.75,-16603,-57943
1.22,47,30.4,100,163.17,6.75,-16302,-57642
1.23,47,30.4,100,150.25,6.75,-16003,-57343
1.19,47,30.4,100,131.65,6.75,-15703,-57043
1.21,47,30.4,100,160.61,6.75,-15402,-56742
1.21,47,30.39,101,165.52,4.5,-15102,-56442
1.21,47,30.39,101,158.88,5.62,-14803,-56143
1.22,47,30.39,101,167.26,3.37,-14500,-55840
1.21,47,30.39,101,160.31,6.75,-14202,-55542
1.22,47,30.39,101,141.93,6.75,-13903,-55243
1.2,47,30.39,101,110.92,4.5,-13600,-54940
1.22,47,30.39,101,106.81,2.25,-13302,-54642
1.22,47,30.39,101,159.21,3.37,-13001,-54341
1.22,47,30.39,100,173.86,3.37,-12700,-54040
1.25,47,30.38,100,143.3,4.5,-12399,-53739
1.23,47,30.39,100,136.01,3.37,-12103,-53443
1.21,47,30.39,100,118.7,5.62,-11799,-53139
1.18,47,30.39,101,50.38,2.25,-11502,-52842
1.2,47,30.38,101,132.96,2.25,-11202,-52542
1.24,47,30.39,101,90.08,2.25,-10902,-52242
1.23,47,30.39,101,63.84,1.12,-10602,-51942
1.21,47,30.39,101,139.04,7.87,-10302,-51642
1.22,47,30.38,101,93.79,5.62,-10000,-51340
1.22,47,30.38,101,147.83,3.37,-9703,-51043
1.18,47,30.38,101,125.03,9.0,-9402,-50742
1.21,47,30.38,101,132.8,6.75,-9102,-50442
1.22,47,30.38,101,126.67,5.62,-8802,-50142
1.2,47,30.38,101,116.13,6.75,-8500,-49840
1.2,47,30.38,101,154.24,5.62,-8202,-49542
1.22,47,30.38,101,87.11,2.25,-7902,-49242
1.21,47,30.38,101,164.94,3.37,-7603,-48943
1.23,47,30.38,101,119.02,4.5,-7300,-48640
1.22,47,30.37,101,111.55,7.87,-7002,-48342
1.24,47,30.37,101,112.74,3.37,-6696,-48036
1.22,47,30.38,101,54.21,2.25,-6402,-47742
1.2,47,30.37,101,123.74,3.37,-6100,-47440
1.2,47,30.37,101,109.24,5.62,-5802,-47142
1.23,47,30.37,102,71.18,4.5,-5503,-46843
1.2,47,30.37,102,45.4,2.25,-5203,-46543
1.24,47,30.37,101,110.39,7.87,-4902,-46242
1.17,46,30.37,101,93.87,5.62,-4602,-45942
1.19,46,30.37,102,117.33,2.25,-4300,-45640
1.19,46,30.37,102,78.84,2.25,-4002,-45342
1.21,46,30.37,102,137.02,1.12,-3703,-45043
1.21,46,30.38,102,126.52,2.25,-3402,-44742
1.2,46,30.37,102,137.49,4.5,-3102,-44442
1.2,46,30.37,102,130.38,5.62,-2802,-44142
1.23,46,30.37,102,110.7,4.5,-2503,-43843
1.19,46,30.37,102,145.52,4.5,-2201,-43541
1.24,46,30.37,102,163.01,5.62,-1903,-43243
1.21,46,30.38,102,161.54,4.5,-1600,-42940
1.24,46,30.38,102,160.19,2.25,-1295,-42635
1.21,46,30.38,102,124.57,6.75,-1003,-42343
1.49,46,30.38,102,87.03,7.87,-700,-42040
2.58,46,30.39,102,55.91,1.12,-395,-41735
4.01,46,30.39,102,65.73,2.25,-103,-41443
5.86,46,30.39,102,129.13,1.12,203,-41137
7.6,46,30.39,102,113.5,5.62,498,-40842
11.98,46,30.39,102,137.05,4.5,800,-40540
19.89,46,30.39,102,157.76,3.37,1100,-40240
18.2,46,30.39,102,77.99,4.5,1400,-39940
29.34,46,30.39,102,95.57,1.12,1698,-39642
32.37,46,30.39,102,130.11,1.12,1998,-39342
37.77,46,30.39,102,135.68,9.0,2300,-39040
44.16,46,30.4,102,148.23,2.25,2597,-38743
54.58,47,30.4,102,160.65,5.62,2898,-38442
72.14,47,30.4,102,143.21,3.37,3198,-38142
96.79,47,30.4,102,171.54,5.62,3497,-37843
78.72,47,30.4,102,139.11,7.87,3798,-37542
102.08,47,30.4,102,148.05,3.37,4098,-37242
133.38,48,30.4,102,157.2,5.62,4409,-36931
159.28,48,30.4,102,138.74,6.75,4697,-36643
152.46,48,30.4,102,121.71,2.25,5005,-36335
248.76,48,30.4,102,147.78,6.75,5298,-36042
159.67,48,30.4,102,98.32,5.62,5598,-35742
194.99,48,30.4,102,132.21,6.75,5898,-35442
233.37,49,30.4,102,112.39,12.37,6198,-35142
421.78,49,30.4,102,163.11,6.75,6497,-34843
433.92,50,30.4,102,91.48,4.5,6800,-34540
235.66,50,30.4,102,38.62,4.5,7098,-34242
214.22,50,30.41,102,147.34,9.0,7397,-33943
187.74,50,30.41,101,124.54,1.12,7700,-33640
252.71,50,30.41,101,30.06,3.37,8001,-33339
289.81,50,30.41,101,73.47,6.75,8300,-33040
345.93,50,30.42,101,119.28,4.5,8598,-32742
305.93,50,30.42,101,50.28,10.12,8900,-32440
348.32,50,30.42,101,2.56,4.5,9198,-32142
384.71,50,30.42,101,345.55,2.25,9501,-31839
361.58,50,30.42,101,150.39,2.25,9798,-31542
290.96,49,30.42,101,53.73,4.5,10097,-31243
401.95,49,30.42,101,58.68,3.37,10400,-30940
269.87,50,30.43,101,199.0,3.37,10701,-30639
357.82,50,30.43,101,62.09,3.37,10998,-30342
446.25,49,30.42,101,54.17,6.75,11300,-30040
429.91,49,30.43,101,129.35,5.62,11602,-29738
387.08,49,30.43,101,111.53,10.12,11901,-29439
386.61,49,30.43,101,73.6,5.62,12198,-29142
716.01,50,30.43,101,46.52,7.87,12498,-28842
351.26,50,30.43,102,52.69,7.87,12798,-28542
467.33,50,30.43,101,91.97,7.87,13099,-28241
410.93,50,30.43,102,33.0,7.87,13399,-27941
415.18,50,30.43,102,55.49,4.5,13697,-27643
409.39,50,30.43,101,37.38,2.25,13998,-27342
378.72,50,30.43,101,359.55,2.25,14298,-27042
695.85,49,30.43,101,16.31,1.12,14599,-26741
314.7,50,30.43,102,3.17,4.5,14898,-26442
358.11,50,30.43,102,41.8,4.5,15200,-26140
736.9,50,30.43,102,82.8,4.5,15501,-25839
746.1,50,30.42,102,163.33,5.62,15801,-25539
557.89,51,30.42,102,38.1,9.0,16098,-25242
559.04,51,30.42,101,57.73,2.25,16398,-24942
353.73,51,30.42,101,336.52,3.37,16699,-24641
588.95,51,30.42,101,8.8,4.5,16998,-24342
525.09,51,30.42,100,24.6,2.25,17300,-24040
349.91,51,30.42,100,359.93,4.5,17602,-23738
480.42,51,30.42,100,19.15,3.37,17899,-23441
467.79,51,30.41,100,51.57,7.87,18197,-23143
383.16,50,30.42,100,15.7,5.62,18498,-22842
492.31,50,30.41,100,72.45,9.0,18799,-22541
416.45,50,30.41,101,89.72,4.5,19097,-22243
612.96,50,30.41,101,75.02,2.25,19401,-21939
499.53,50,30.41,101,39.92,5.62,19697,-21643
818.37,50,30.41,101,85.41,3.37,19997,-21343
613.06,50,30.41,101,29.95,2.25,20297,-21043
581.57,50,30.41,101,6.13,3.37,20600,-20740
750.84,50,30.4,101,12.02,4.5,20897,-20443
376.2,50,30.4,101,32.44,6.75,21197,-20143
649.12,50,30.4,101,61.41,11.25,21498,-19842
841.46,50,30.4,101,86.59,6.75,21799,-19541
445.58,50,30.4,101,45.73,5.62,22099,-19241
424.53,50,30.4,101,336.54,2.25,22399,-18941
473.01,50,30.4,101,15.66,2.25,22697,-18643
516.1,50,30.4,101,69.67,4.5,23000,-18340
737.12,49,30.4,101,168.63,1.12,23301,-18039
794.59,49,30.39,101,63.78,3.37,23598,-17742
946.56,50,30.39,101,26.05,5.62,23899,-17441
869.16,50,30.39,101,31.44,3.37,24197,-17143
1008.41,50,30.39,101,36.53,3.37,24497,-16843
1097.78,50,30.39,101,91.88,0.0,24797,-16543
579.62,50,30.39,101,64.83,4.5,25098,-16242
484.98,50,30.39,101,21.57,6.75,25400,-15940
463.24,51,30.38,101,52.06,7.87,25698,-15642
521.3,50,30.38,100,76.11,6.75,25997,-15343
546.89,50,30.38,99,140.66,5.62,26298,-15042
586.62,51,30.38,99,105.87,3.37,26597,-14743
1139.83,51,30.38,98,21.56,4.5,26897,-14443
317.9,51,30.38,98,5.13,5.62,27198,-14142
499.36,51,30.37,98,359.93,3.37,27497,-13843
566.47,51,30.38,98,12.81,5.62,27798,-13542
876.88,51,30.37,98,62.88,2.25,28098,-13242
773.06,52,30.37,98,77.71,3.37,28400,-12940
385.55,52,30.37,98,0.11,2.25,28700,-12640
374.8,51,30.38,98,22.49,7.87,28998,-12342
533.07,50,30.38,98,217.15,2.25,29300,-12040
419.47,50,30.37,99,36.29,10.12,29598,-11742
370.52,50,30.37,99,79.08,4.5,29902,-11438
398.28,50,30.37,100,35.15,3.37,30198,-11142
323.33,49,30.37,100,79.27,1.12,30501,-10839
389.99,49,30.37,100,71.98,5.62,30797,-10543
269.55,49,30.37,100,83.48,4.5,31098,-10242
322.6,49,30.37,100,81.72,5.62,31398,-9942
218.63,49,30.37,101,45.54,5.62,31698,-9642
253.28,49,30.38,101,316.11,2.25,31997,-9343
253.8,49,30.38,101,359.93,3.37,32298,-9042
282.26,49,30.38,101,24.08,3.37,32597,-8743
272.23,48,30.38,101,0.11,2.25,32902,-8438
253.54,48,30.38,101,77.8,5.62,33202,-8138
207.35,48,30.38,101,28.19,2.25,33498,-7842
255.3,48,30.38,101,20.84,4.5,33798,-7542
322.64,48,30.38,101,54.3,2.25,34100,-7240
306.39,48,30.38,101,63.09,3.37,34398,-6942
124.23,48,30.38,101,60.96,5.62,34698,-6642
531.13,48,30.38,101,47.22,5.62,35002,-6338
305.35,49,30.38,101,121.64,1.12,35297,-6043
224.86,49,30.38,101,101.16,2.25,35598,-5742
335.11,49,30.38,101,76.71,3.37,35898,-5442
203.43,49,30.38,100,78.98,3.37,36200,-5140
226.34,49,30.38,100,75.18,9.0,36498,-4842
110.86,49,30.38,100,36.97,5.62,36798,-4542
120.54,48,30.38,100,92.43,3.37,37100,-4240
119.77,48,30.38,100,359.92,2.25,37399,-3941
98.72,47,30.39,100,26.06,5.62,37698,-3642
83.77,47,30.39,100,94.15,5.62,38000,-3340
54.16,46,30.39,101,57.14,4.5,38299,-3041
73.96,46,30.39,101,127.51,6.75,38604,-2736
82.06,47,30.39,101,153.99,4.5,38897,-2443
78.96,47,30.39,101,129.4,6.75,39198,-2142
59.2,47,30.39,101,58.33,2.25,39498,-1842
49.53,47,30.39,101,71.2,4.5,39803,-1537
33.71,47,30.39,100,128.05,6.75,40097,-1243
27.36,47,30.39,100,59.61,1.12,40401,-939
20.64,46,30.39,99,69.59,3.37,40701,-639
9.45,46,30.39,99,86.65,1.12,40998,-342
5.83,46,30.39,99,139.76,1.12,41297,-43
5.05,46,30.4,100,107.3,3.37,41597,257
2.73,46,30.4,100,74.35,2.25,41898,558
1.24,46,30.4,100,88.98,7.87,42198,858
1.19,46,30.4,100,87.21,1.12,42497,1157
1.2,45,30.4,100,39.09,5.62,42797,1457
1.23,45,30.4,100,36.73,4.5,43098,1758
1.19,45,30.4,100,20.44,5.62,43398,2058
1.2,45,30.4,100,110.35,5.62,43703,2363
1.2,45,30.4,101,90.46,4.5,44001,2661
1.19,45,30.4,101,133.72,2.25,44298,2958
1.22,45,30.4,101,139.03,7.87,44597,3257
1.19,45,30.41,101,111.83,5.62,44900,3560
1.21,45,30.4,101,121.63,5.62,45197,3857
1.2,45,30.41,101,116.15,9.0,45498,4158
1.23,44,30.4,101,114.5,7.87,45799,4459
1.23,44,30.41,101,145.32,5.62,46097,4757
1.19,44,30.41,101,147.97,4.5,46400,5060
1.19,43,30.41,101,47.87,2.25,46697,5357
1.22,44,30.41,101,88.8,4.5,46998,5658
1.2,44,30.41,101,172.19,4.5,47300,5960
1.19,44,30.41,101,147.02,4.5,47597,6257
1.2,44,30.41,100,122.01,7.87,47897,6557
1.21,43,30.41,89,156.98,6.75,48201,6861
1.19,43,30.42,90,167.48,7.87,48498,7158
1.2,43,30.42,94,70.58,1.12,48800,7460
1.21,43,30.42,97,160.04,9.0,49099,7759
1.18,42,30.42,92,151.74,1.12,49398,8058
1.19,43,30.42,97,57.76,4.5,49697,8357
1.2,43,30.42,98,158.4,6.75,49997,8657
1.2,42,30.42,93,163.19,7.87,50298,8958
1.21,42,30.42,72,148.74,11.25,50597,9257
1.23,43,30.43,61,134.3,5.62,50897,9557
1.2,44,30.43,58,157.02,5.62,51197,9857
1.22,44,30.43,54,114.64,4.5,51497,10157
1.19,44,30.43,55,103.18,9.0,51798,10458
1.16,44,30.43,63,117.96,9.0,52098,10758
1.16,44,30.43,70,148.05,4.5,52397,11057
1.21,43,30.43,76,108.27,9.0,52697,11357
1.19,43,30.43,75,160.37,5.62,52999,11659
1.24,42,30.43,76,142.45,6.75,53298,11958
1.17,42,30.43,73,172.68,5.62,53600,12260
1.23,42,30.43,70,133.32,10.12,53898,12558
1.18,42,30.43,71,172.94,6.75,54197,12857
1.2,42,30.43,62,127.29,3.37,54500,13160
1.21,43,30.43,55,77.74,3.37,54798,13458
1.23,43,30.44,60,5.27,5.62,55100,13760
1.19,43,30.44,64,123.7,6.75,55397,14057
1.2,43,30.44,65,196.51,6.75,55698,14358
1.18,43,30.44,58,116.08,6.75,55998,14658
1.17,43,30.44,63,175.95,6.75,56297,14957
1.2,43,30.44,71,161.23,4.5,56598,15258
1.2,43,30.44,71,180.58,4.5,56898,15558
1.22,43,30.44,86,143.55,5.62,57200,15860
1.17,42,30.44,79,152.62,4.5,57500,16160
1.19,42,30.44,73,133.2,7.87,57801,16461
1.24,42,30.43,78,175.3,4.5,58097,16757
1.19,42,30.43,74,99.35,4.5,58400,17060
1.2,43,30.43,77,133.52,10.12,58698,17358
1.22,43,30.43,89,169.19,6.75,58998,17658
1.22,43,30.43,92,169.06,4.5,59300,17960
1.19,43,30.42,94,157.53,3.37,59600,18260
1.2,43,30.42,95,159.41,5.62,59898,18558
1.19,44,30.42,97,115.47,6.75,60197,18857
1.2,44,30.42,98,133.59,10.12,60498,19158
1.2,44,30.42,98,123.16,11.25,60798,19458
1.18,44,30.42,98,135.0,14.62,61099,19759
1.21,44,30.42,92,164.69,6.75,61398,20058
1.19,44,30.42,86,180.21,6.75,61697,20357
1.24,44,30.42,84,173.63,9.0,61998,20658
1.22,44,30.41,86,155.55,5.62,62297,20957
1.22,44,30.41,90,132.76,7.87,62597,21257
1.19,44,30.41,91,177.52,6.75,62900,21560
1.22,44,30.41,92,186.83,6.75,63198,21858
1.2,44,30.41,94,159.22,6.75,-22961,-64181
1.23,44,30.41,95,164.79,6.75,-22660,-63880
1.2,44,30.41,96,162.26,7.87,-22362,-63582
1.22,44,30.41,97,152.12,3.37,-22063,-63283
1.21,44,30.41,97,155.03,3.37,-21761,-62981
1.21,44,30.41,97,138.66,9.0,-21462,-62682
1.21,45,30.41,98,150.88,2.25,-21163,-62383
1.19,44,30.41,98,142.68,4.5,-20863,-62083
1.18,44,30.41,98,164.67,5.62,-20563,-61783
1.22,44,30.41,99,175.19,4.5,-20260,-61480
1.18,44,30.4,99,128.49,4.5,-19961,-61181
1.2,44,30.4,99,158.33,9.0,-19662,-60882
1.21,44,30.4,98,98.84,5.62,-19360,-60580
1.18,44,30.4,97,138.93,6.75,-19062,-60282
1.19,44,30.39,93,144.02,11.25,-18760,-59980
1.16,44,30.39,89,131.65,11.25,-18462,-59682
1.19,44,30.39,88,142.92,5.62,-18162,-59382
1.22,44,30.4,88,33.17,3.37,-17863,-59083
1.21,44,30.39,95,132.39,10.12,-17563,-58783
1.22,44,30.39,96,190.37,6.75,-17262,-58482
1.2,43,30.39,97,139.24,9.0,-16962,-58182
1.21,43,30.39,97,158.08,7.87,-16663,-57883
1.19,43,30.39,97,116.32,6.75,-16361,-57581
1.2,43,30.39,98,171.07,4.5,-16063,-57283
1.21,43,30.39,98,132.35,7.87,-15759,-56979
1.2,43,30.39,98,145.08,11.25,-15463,-56683
1.21,43,30.39,98,131.49,10.12,-15161,-56381
1.19,43,30.39,98,12.64,2.25,-14859,-56079
1.19,43,30.39,98,145.73,7.87,-14560,-55780
1.22,43,30.39,99,119.7,9.0,-14255,-55475
1.2,43,30.39,99,132.84,1.12,-13961,-55181
1.21,43,30.39,100,130.76,10.12,-13660,-54880
1.22,43,30.38,100,174.26,4.5,-13360,-54580
1.18,43,30.38,100,134.4,12.37,-13062,-54282
1.22,43,30.38,100,138.77,10.12,-12762,-53982
1.22,43,30.38,99,155.05,3.37,-12460,-53680
1.2,44,30.38,99,115.2,7.87,-12161,-53381
1.24,44,30.38,98,149.95,6.75,-11860,-53080
1.19,44,30.38,98,127.99,7.87,-11560,-52780
1.22,44,30.38,98,112.46,11.25,-11262,-52482
1.2,44,30.38,98,137.62,10.12,-10962,-52182
1.19,44,30.38,99,159.99,4.5,-10663,-51883
1.21,44,30.38,99,182.73,3.37,-10360,-51580
1.2,44,30.38,99,146.49,7.87,-10059,-51279
1.2,44,30.38,99,146.18,5.62,-9760,-50980
1.17,44,30.38,100,155.5,9.0,-9463,-50683
1.22,45,30.38,100,121.02,9.0,-9160,-50380
1.2,45,30.38,100,75.07,10.12,-8862,-50082
1.22,45,30.38,101,105.66,12.37,-8562,-49782
1.23,45,30.38,101,138.86,6.75,-8260,-49480
1.2,45,30.38,101,148.5,6.75,-7960,-49180
1.22,45,30.38,101,176.42,7.87,-7661,-48881
1.22,45,30.38,101,135.5,5.62,-7362,-48582
1.2,46,30.38,101,146.95,3.37,-7062,-48282
1.19,45,30.38,101,101.39,7.87,-6762,-47982
1.24,45,30.38,101,162.89,6.75,-6462,-47682
1.2,45,30.38,101,157.85,5.62,-6163,-47383
1.21,45,30.38,101,172.0,5.62,-5862,-47082
1.18,45,30.38,101,152.03,9.0,-5562,-46782
1.18,46,30.38,101,170.02,7.87,-5263,-46483
1.17,46,30.38,101,173.42,6.75,-4957,-46177
1.21,46,30.38,102,191.08,9.0,-4662,-45882
1.2,46,30.38,102,127.9,10.12,-4362,-45582
1.17,46,30.39,102,133.01,5.62,-4062,-45282
1.21,47,30.39,102,146.37,4.5,-3759,-44979
1.2,47,30.39,102,158.52,7.87,-3461,-44681
1.24,47,30.39,102,142.34,6.75,-3163,-44383
1.2,47,30.39,102,125.14,5.62,-2863,-44083
1.25,47,30.39,102,127.0,5.62,-2563,-43783
1.18,47,30.39,102,140.44,6.75,-2262,-43482
1.21,47,30.39,102,121.08,7.87,-1962,-43182
1.23,47,30.39,102,156.33,6.75,-1657,-42877
1.26,47,30.39,102,129.57,9.0,-1362,-42582
1.17,47,30.39,102,140.68,6.75,-1062,-42282
1.51,47,30.4,102,113.92,9.0,-760,-41980
4.11,47,30.39,102,146.22,7.87,-463,-41683
5.65,47,30.39,102,134.72,10.12,-162,-41382
7.29,47,30.39,102,128.77,7.87,138,-41082
10.91,47,30.4,102,119.08,5.62,440,-40780
15.83,47,30.4,102,141.44,7.87,737,-40483
20.68,47,30.4,102,120.61,11.25,1038,-40182
28.31,47,30.4,102,168.11,10.12,1338,-39882
44.29,47,30.4,102,123.52,9.0,1637,-39583
55.31,47,30.4,102,119.69,4.5,1937,-39283
49.11,47,30.4,102,94.29,2.25,2238,-38982
48.82,47,30.41,102,105.34,5.62,2539,-38681
73.24,48,30.41,102,171.26,2.25,2838,-38382
72.99,48,30.41,102,68.07,3.37,3138,-38082
66.0,48,30.41,102,74.76,1.12,3438,-37782
59.34,48,30.42,102,125.1,2.25,3744,-37476
80.15,48,30.41,102,110.86,10.12,4037,-37183
83.86,48,30.42,102,126.7,10.12,4338,-36882
131.1,48,30.42,102,172.33,1.12,4638,-36582
84.43,48,30.42,102,151.74,4.5,4938,-36282
123.87,48,30.42,102,103.36,2.25,5237,-35983
108.87,49,30.42,102,172.69,5.62,5537,-35683
120.5,49,30.42,102,85.65,5.62,5838,-35382
127.27,49,30.42,102,98.35,1.12,6138,-35082
127.95,49,30.42,102,93.61,1.12,6437,-34783
241.64,49,30.42,102,63.68,2.25,6738,-34482
214.59,49,30.42,102,144.31,5.62,7038,-34182
